わたし　＿＿＿　１０じ　＿＿＿　だいがく　＿＿＿　いきます。,は、に、へ
あなた　＿＿＿　８じ　＿＿＿　きょうしつ　＿＿＿　いきます。,は、に、へ
わたし　＿＿＿　８じ３０ぷん　＿＿＿　えき　＿＿＿　いきます。,は、に、へ
さとうさん　＿＿＿　６じ　＿＿＿　だいがく　＿＿＿　いきます。,は、に、へ
わたし　＿＿＿　９じ　＿＿＿　きょうしつ　＿＿＿　いきます。,は、に、へ
わたし　＿＿＿　７じ１５ふん　＿＿＿　きょうしつ　＿＿＿　いきます。,は、に、へ
さとうさん　＿＿＿　ごご ４じはん　＿＿＿　きょうしつ　＿＿＿　いきます。,は、に、へ
たなかさん　＿＿＿　８じ　＿＿＿　だいがく　＿＿＿　いきます。,は、に、へ
さとうさん　＿＿＿　１０じ　＿＿＿　こうえん　＿＿＿　いきます。,は、に、へ
あなた　＿＿＿　ごぜん ９じ　＿＿＿　きょうしつ　＿＿＿　いきます。,は、に、へ
わたし　＿＿＿　ごご ３じ　＿＿＿　えき　＿＿＿　いきます。,は、に、へ
わたし　＿＿＿　ごぜん ９じ　＿＿＿　こうえん　＿＿＿　いきます。,は、に、へ
たなかさん　＿＿＿　ごご ４じはん　＿＿＿　７じ１５ふん　＿＿＿　だいがく　＿＿＿　べんきょうします。,は、から、まで、で
わたし　＿＿＿　７じ　＿＿＿　７じ１５ふん　＿＿＿　スーパー　＿＿＿　べんきょうします。,は、から、まで、で
たなかさん　＿＿＿　８じ３０ぷん　＿＿＿　９じ　＿＿＿　こうえん　＿＿＿　べんきょうします。,は、から、まで、で
わたし　＿＿＿　９じ　＿＿＿　１０じ　＿＿＿　だいがく　＿＿＿　べんきょうします。,は、から、まで、で
わたし　＿＿＿　７じ　＿＿＿　ごご ３じ　＿＿＿　きょうしつ　＿＿＿　べんきょうします。,は、から、まで、で
たなかさん　＿＿＿　ごぜん ９じ　＿＿＿　８じ　＿＿＿　びじゅつかん　＿＿＿　べんきょうします。,は、から、まで、で
らいねん　ろくがつ　＿＿＿　むいか　＿＿＿　ミーティング　です。,の、に
らいねん　しがつ　＿＿＿　じゅういちにち　＿＿＿　ミーティング　です。,の、に
らいねん　ごがつ　＿＿＿　じゅうよっか　＿＿＿　ミーティング　です。,の、に
らいねん　じゅういちがつ　＿＿＿　じゅういちにち　＿＿＿　ミーティング　です。,の、に
らいねん　にがつ　＿＿＿　とおか　＿＿＿　ミーティング　です。,の、に
らいねん　じゅういちがつ　＿＿＿　みっか　＿＿＿　ミーティング　です。,の、に
あなた　は　しょくどう　で　サッカー　＿＿＿　たべました。,を
さとうさん　は　としょかん　で　カメラ　＿＿＿　たべました。,を
あなた　は　こうえん　で　ごはん　＿＿＿　たべました。,を
あなた　は　だいがく　で　ほん　＿＿＿　たべました。,を
さとうさん　は　としょかん　で　パン　＿＿＿　たべました。,を
あなた　は　こうえん　で　みず　＿＿＿　たべました。,を
さとうさん　は　スーパー　で　サッカー　＿＿＿　たべました。,を
あなた　は　としょかん　で　コーヒー　＿＿＿　たべました。,を
あなたは　なん　＿＿　としょかん　へ　いきますか。—　バス　＿＿　いきます。,で、で
あなたは　なん　＿＿　スーパー　へ　いきますか。—　タクシー　＿＿　いきます。,で、で
あなたは　なん　＿＿　スーパー　へ　いきますか。—　タクシー　＿＿　いきます。,で、で
