おきる,"to get up; wake up",okiru
ねる,"to sleep; go to bed",neru
たべる,to eat,taberu
のむ,to drink,nomu
みる,"to see; look at",miru
きく,"to listen; hear; ask",kiku
はなす,"to speak; talk",hanasu
いう,to say,iu
よむ,to read,yomu
かく,to write,kaku
かう,to buy,kau
うる,to sell,uru
いく,to go,iku
くる,to come,kuru
かえる,"to return (home)",kaeru
はいる,to enter,hairu
でる,"to exit; leave",deru
でかける,"to go out (leave home)",dekakeru
はたらく,to work,hataraku
あそぶ,to play,asobu
つくる,"to make; create",tsukuru
つかう,to use,tsukau
はじまる,"to begin (intransitive)",hajimaru
おわる,"to end; finish",owaru
おしえる,"to teach; tell",oshieru
ならう,to learn,narau
あう,to meet,au
あける,to open,akeru
しめる,to close,shimeru
する,to do,suru
高,"tall; high; expensive (たか-い)",kou
行,"to go (い-く)",kou/gyou
来,"to come (く-る)",rai
食,"to eat (た-べる)",shoku
