おきます,"to get up / to wake up","Details: おきます (okimasu)
Meaning: “to get up / to wake up”
Use Context: Verb for waking up from sleep or getting out of bed.
Placement in sentence: Verb; often with particle に (time) or at the end of a sentence.
Examples:
1. まいあさしちじにおきます。(Maiasa shichiji ni okimasu.) → I wake up at 7 every morning.
2. はやくおきます。(Hayaku okimasu.) → I get up early.
3. あしたはろくじにおきます。(Ashita wa rokuji ni okimasu.) → Tomorrow I will wake up at 6.
Politeness: Polite (ます-form). Casual: おきる."
ねます,"to sleep / to go to bed","Details: ねます (nemasu)
Meaning: “to sleep / to go to bed”
Use Context: Verb for lying down and sleeping.
Placement in sentence: Verb; often with に (time).
Examples:
1. じゅういちじにねます。(Juuichi-ji ni nemasu.) → I go to bed at 11.
2. けさはおそくねました。(Kesa wa osoku nemashita.) → I slept late this morning.
3. あしたはやくねます。(Ashita hayaku nemasu.) → I will sleep early tomorrow.
Politeness: Polite (ます-form). Casual: ねる."
はたらきます,"to work","Details: はたらきます (hatarakimasu)
Meaning: “to work”
Use Context: Verb for performing a job, working at a company.
Placement in sentence: Verb; often with で (place of work).
Examples:
1. かいしゃではたらきます。(Kaisha de hatarakimasu.) → I work at a company.
2. にほんではたらきたいです。(Nihon de hatarakitai desu.) → I want to work in Japan.
3. わたしのちちはぎんこうではたらきます。(Watashi no chichi wa ginkou de hatarakimasu.) → My father works at a bank.
Politeness: Polite (ます-form). Casual: はたらく."
やすみます,"to rest / to take a break / to take time off","Details: やすみます (yasumimasu)
Meaning: “to rest / to take a break / to take time off”
Use Context: Used for resting, holidays, skipping work/school.
Placement in sentence: Verb; often with を (object) or particle から.
Examples:
1. きょうはやすみます。(Kyou wa yasumimasu.) → I will rest today.
2. がっこうをやすみます。(Gakkou o yasumimasu.) → I take a day off school.
3. しごとをやすみたいです。(Shigoto o yasumitai desu.) → I want to take a break from work.
Politeness: Polite (ます-form). Casual: やすむ."
べんきょうします,"to study","Details: べんきょうします (benkyou shimasu)
Meaning: “to study”
Use Context: Verb for studying/learning.
Placement in sentence: Verb; often with を for subject.
Examples:
1. にほんごをべんきょうします。(Nihongo o benkyou shimasu.) → I study Japanese.
2. まいにちべんきょうします。(Mainichi benkyou shimasu.) → I study every day.
3. としょかんでべんきょうします。(Toshokan de benkyou shimasu.) → I study in the library.
Politeness: Polite (します-form). Casual: べんきょうする."
おわります,"to finish / to end","Details: おわります (owarimasu)
Meaning: “to finish / to end”
Use Context: Verb for something being completed.
Placement in sentence: Verb; often with を or が.
Examples:
1. じゅぎょうはごじにおわります。(Jugyou wa goji ni owarimasu.) → Class ends at 5 o’clock.
2. しごとがおわりました。(Shigoto ga owarimashita.) → The work has finished.
3. テストをおわります。(Tesuto o owarimasu.) → I finish the test.
Politeness: Polite (ます-form). Casual: おわる."
デパート,"department store","Details: デパート (depaato)
Meaning: “department store”
Use Context: Refers to large retail department stores.
Placement in sentence: Noun; with は, で, に.
Examples:
1. デパートでかいものをします。(Depaato de kaimono o shimasu.) → I shop at the department store.
2. デパートはにぎやかです。(Depaato wa nigiyaka desu.) → The department store is lively.
3. あのデパートはおおきいです。(Ano depaato wa ookii desu.) → That department store is big.
Politeness: Neutral."
ぎんこう,bank,"Details: ぎんこう (ginkou)
Meaning: “bank”
Use Context: Refers to financial institutions.
Placement in sentence: Noun; with は, で, に.
Examples:
1. ぎんこうではたらきます。(Ginkou de hatarakimasu.) → I work at a bank.
2. ぎんこうはあそこです。(Ginkou wa asoko desu.) → The bank is over there.
3. ぎんこうでおかねをおろします。(Ginkou de okane o oroshimasu.) → I withdraw money at the bank.
Politeness: Neutral."
ゆうびんきょく,"post office","Details: ゆうびんきょく (yuubinkyoku)
Meaning: “post office”
Use Context: Refers to Japanese postal service buildings.
Placement in sentence: Noun; with は, に, で.
Examples:
1. ゆうびんきょくでてがみをだします。(Yuubinkyoku de tegami o dashimasu.) → I send a letter at the post office.
2. ゆうびんきょくはどこですか。(Yuubinkyoku wa doko desu ka.) → Where is the post office?
3. ゆうびんきょくにいきます。(Yuubinkyoku ni ikimasu.) → I go to the post office.
Politeness: Neutral."
としょかん,"library","Details: としょかん (toshokan)
Meaning: “library”
Use Context: Place where books are kept for reading/borrowing.
Placement in sentence: Noun; with は, で, に.
Examples:
1. としょかんでほんをよみます。(Toshokan de hon o yomimasu.) → I read books in the library.
2. としょかんはしずかです。(Toshokan wa shizuka desu.) → The library is quiet.
3. としょかんにいきます。(Toshokan ni ikimasu.) → I go to the library.
Politeness: Neutral."
