"これ","this (thing here)","これ (Kore)

Literal meaning: “this (thing here)”.

Usage: Demonstrative pronoun referring to something close to the speaker.

Politeness: Neutral.

Examples:
これ は ほん です。→ This is a book.
これ は わたしの です。→ This is mine.

👉 Think of it as: “This (near me).”"
"それ","that (thing near you)","それ (Sore)

Literal meaning: “that (thing near you)”.

Usage: Demonstrative pronoun referring to something close to the listener.

Politeness: Neutral.

Examples:
それ は ペン です。→ That is a pen.
それ は あなたの ですか。→ Is that yours?

👉 Think of it as: “That (near you).”"
"あれ","that (thing over there)","あれ (Are)

Literal meaning: “that (thing over there)”.

Usage: Demonstrative pronoun referring to something far from both speaker and listener.

Politeness: Neutral.

Examples:
あれ は じどうしゃ です。→ That (over there) is a car.
あれ は だれ の ですか。→ Whose is that (over there)?

👉 Think of it as: “That over there.”"
"この～","this ~, this ~ here","この～ (Kono～)

Literal meaning: “this ~, this ~ here”.

Usage: Demonstrative adjective placed before a noun for items near the speaker.

Politeness: Neutral.

Examples:
このほん は あたらしい です。→ This book is new.
このかばん は わたしの です。→ This bag is mine.

👉 Think of it as: “This (modifier before a noun).”"
"その～","that ~, that ~ there","その～ (Sono～)

Literal meaning: “that ~, that ~ there”.

Usage: Demonstrative adjective placed before a noun for items near the listener.

Politeness: Neutral.

Examples:
そのノート は いくら ですか。→ How much is that notebook?
そのとけい は ふるい です。→ That clock is old.

👉 Think of it as: “That (near you, before a noun).”"
"あの～","that ~, that ~ over there","あの～ (Ano～)

Literal meaning: “that ~, that ~ over there”.

Usage: Demonstrative adjective placed before a noun for items far from both speaker and listener.

Politeness: Neutral.

Examples:
あのいえ は おおきい です。→ That house over there is big.
あのカメラ は たかい です。→ That camera over there is expensive.

👉 Think of it as: “That over there (before a noun).”"
"ほん","book","ほん (Hon)

Literal meaning: “book”.

Usage: A book.

Politeness: Neutral.

Examples:
ほん です。→ (It is) a book.
これは ほん です。→ This is a book.

👉 Think of it as: “book.”"
"じしょ","dictionary","じしょ (Jisho)

Literal meaning: “dictionary”.

Usage: A dictionary.

Politeness: Neutral.

Examples:
じしょ です。→ (It is) a dictionary.
これは じしょ です。→ This is a dictionary.

👉 Think of it as: “dictionary.”"
"ざっし","magazine","ざっし (Zasshi)

Literal meaning: “magazine”.

Usage: A magazine.

Politeness: Neutral.

Examples:
ざっし です。→ (It is) a magazine.
これは ざっし です。→ This is a magazine.

👉 Think of it as: “magazine.”"
"しんぶん","newspaper","しんぶん (Shinbun)

Literal meaning: “newspaper”.

Usage: A newspaper.

Politeness: Neutral.

Examples:
しんぶん です。→ (It is) a newspaper.
これは しんぶん です。→ This is a newspaper.

👉 Think of it as: “newspaper.”"
"ノート","notebook","ノート (Nōto)

Literal meaning: “notebook”.

Usage: A notebook.

Politeness: Neutral.

Examples:
ノート です。→ (It is) a notebook.
これは ノート です。→ This is a notebook.

👉 Think of it as: “notebook.”"
"てちょう","pocket notebook","てちょう (Techou)

Literal meaning: “pocket notebook”.

Usage: A pocket notebook.

Politeness: Neutral.

Examples:
てちょう です。→ (It is) a pocket notebook.
これは てちょう です。→ This is a pocket notebook.

👉 Think of it as: “pocket notebook.”"
"めいし","business card","めいし (Meishi)

Literal meaning: “business card”.

Usage: A business card.

Politeness: Neutral.

Examples:
めいし です。→ (It is) a business card.
これは めいし です。→ This is a business card.

👉 Think of it as: “business card.”"
"カード","card","カード (Kādo)

Literal meaning: “card”.

Usage: A card.

Politeness: Neutral.

Examples:
カード です。→ (It is) a card.
これは カード です。→ This is a card.

👉 Think of it as: “card.”"
"テレホンカード","telephone card","テレホンカード (Terehonkādo)

Literal meaning: “telephone card”.

Usage: A telephone card.

Politeness: Neutral.

Examples:
テレホンカード です。→ (It is) a telephone card.
これは テレホンカード です。→ This is a telephone card.

👉 Think of it as: “telephone card.”"
"えんぴつ","pencil","えんぴつ (Empitsu)

Literal meaning: “pencil”.

Usage: A pencil.

Politeness: Neutral.

Examples:
えんぴつ です。→ (It is) a pencil.
これは えんぴつ です。→ This is a pencil.

👉 Think of it as: “pencil.”"
"ボールペン","ballpoint pen","ボールペン (Bōrupen)

Literal meaning: “ballpoint pen”.

Usage: A ballpoint pen.

Politeness: Neutral.

Examples:
ボールペン です。→ (It is) a ballpoint pen.
これは ボールペン です。→ This is a ballpoint pen.

👉 Think of it as: “ballpoint pen.”"
"シャップペンシル","mechanical pencil","シャップペンシル (Shappupenshiru)

Literal meaning: “mechanical pencil”.

Usage: A mechanical pencil.

Politeness: Neutral.

Examples:
シャップペンシル です。→ (It is) a mechanical pencil.
これは シャップペンシル です。→ This is a mechanical pencil.

👉 Think of it as: “mechanical pencil.”"
"かぎ","key","かぎ (Kagi)

Literal meaning: “key”.

Usage: A key.

Politeness: Neutral.

Examples:
かぎ です。→ (It is) a key.
これは かぎ です。→ This is a key.

👉 Think of it as: “key.”"
"とけい","watch, clock","とけい (Tokei)

Literal meaning: “watch, clock”.

Usage: A watch, clock.

Politeness: Neutral.

Examples:
とけい です。→ (It is) a watch, clock.
これは とけい です。→ This is a watch, clock.

👉 Think of it as: “watch, clock.”"
"かさ","umbrella","かさ (Kasa)

Literal meaning: “umbrella”.

Usage: A umbrella.

Politeness: Neutral.

Examples:
かさ です。→ (It is) a umbrella.
これは かさ です。→ This is a umbrella.

👉 Think of it as: “umbrella.”"
"かばん","bag, briefcase","かばん (Kaban)

Literal meaning: “bag, briefcase”.

Usage: A bag, briefcase.

Politeness: Neutral.

Examples:
かばん です。→ (It is) a bag, briefcase.
これは かばん です。→ This is a bag, briefcase.

👉 Think of it as: “bag, briefcase.”"
"テープ","(cassette) tape","テープ (Tēpu)

Literal meaning: “(cassette) tape”.

Usage: A (cassette) tape.

Politeness: Neutral.

Examples:
テープ です。→ (It is) a (cassette) tape.
これは テープ です。→ This is a (cassette) tape.

👉 Think of it as: “(cassette) tape.”"
"テープレコーダー","tape recorder","テープレコーダー (Tēpurekōdā)

Literal meaning: “tape recorder”.

Usage: A tape recorder.

Politeness: Neutral.

Examples:
テープレコーダー です。→ (It is) a tape recorder.
これは テープレコーダー です。→ This is a tape recorder.

👉 Think of it as: “tape recorder.”"
"テレビ","television","テレビ (Terebi)

Literal meaning: “television”.

Usage: A television.

Politeness: Neutral.

Examples:
テレビ です。→ (It is) a television.
これは テレビ です。→ This is a television.

👉 Think of it as: “television.”"
"ラジオ","radio","ラジオ (Rajio)

Literal meaning: “radio”.

Usage: A radio.

Politeness: Neutral.

Examples:
ラジオ です。→ (It is) a radio.
これは ラジオ です。→ This is a radio.

👉 Think of it as: “radio.”"
