ここ,here (near the speaker),"Details: ここ (koko)
Meaning: “here (near the speaker)”
Use Context: Refers to something close to the speaker.
Placement in sentence: Works as a noun with particles (は, が, に, で).
Examples:
1. ここはにほんです。(Koko wa Nihon desu.) → This is Japan.
2. ここでまってください。(Koko de matte kudasai.) → Please wait here.
3. ここがだいじなポイントです。(Koko ga daiji na pointo desu.) → This is the important point.
Politeness: Neutral. Formal alternative is こちら."
そこ,there (near the listener),"Details: そこ (soko)
Meaning: “there (near the listener)”
Use Context: Refers to a location near the person you’re speaking to.
Placement in sentence: Treated as a noun; takes は, が, に, で.
Examples:
1. そこはしずかです。(Soko wa shizuka desu.) → That place is quiet.
2. そこにすわってください。(Soko ni suwatte kudasai.) → Please sit there.
3. そこがきょうしつです。(Soko ga kyoushitsu desu.) → That is the classroom.
Politeness: Neutral. Formal alternative is そちら."
あそこ,over there (away from both speaker and listener),"Details: あそこ (asoko)
Meaning: “over there (away from both speaker and listener)”
Use Context: Refers to something distant from both speaker and listener.
Placement in sentence: Works like a noun; often paired with は, が, に, で.
Examples:
1. あそこはとしょかんです。(Asoko wa toshokan desu.) → Over there is the library.
2. あそこであいましょう。(Asoko de aimashou.) → Let’s meet over there.
3. あそこにレストランがあります。(Asoko ni resutoran ga arimasu.) → There is a restaurant over there.
Politeness: Neutral. Formal alternative is あちら."
どこ,where,"Details: どこ (doko)
Meaning: “where”
Use Context: Used to ask about the location of something/someone.
Placement in sentence: Functions as an interrogative noun; appears with particles like は, が, に.
Examples:
1. トイレはどこですか。(Toire wa doko desu ka.) → Where is the toilet?
2. あなたのうちはどこですか。(Anata no uchi wa doko desu ka.) → Where is your home?
3. えきはどこにありますか。(Eki wa doko ni arimasu ka.) → Where is the station?
Politeness: Neutral. Polite/formal alternative is どちら."
こちら,"this way / this place / this person (formal for ここ, わたし, etc.)","Details: こちら (kochira)
Meaning: “this way / this place / this person (formal for ここ, わたし, etc.)”
Use Context: Used politely to indicate a direction, place, or even oneself.
Placement in sentence: Noun-like; can take は, が, に, へ.
Examples:
1. こちらへどうぞ。(Kochira e douzo.) → This way, please.
2. こちらがわたしのかいしゃです。(Kochira ga watashi no kaisha desu.) → This is my company.
3. こちらはスミスさんです。(Kochira wa Sumisu-san desu.) → This is Mr. Smith.
Politeness: Polite/formal. Neutral equivalent: ここ."
そちら,that way / that place / that person (formal for そこ),"Details: そちら (sochira)
Meaning: “that way / that place / that person (formal for そこ)”
Use Context: Polite way of referring to the listener’s place/direction/person.
Placement in sentence: Functions as noun; used with は, が, に, へ.
Examples:
1. そちらはげんきですか。(Sochira wa genki desu ka.) → How are you there?
2. そちらへいきます。(Sochira e ikimasu.) → I’ll go that way.
3. そちらはにほんですか。(Sochira wa Nihon desu ka.) → Is that Japan?
Politeness: Polite/formal. Neutral equivalent: そこ."
あちら,over that way / over there / that person (formal for あそこ),"Details: あちら (achira)
Meaning: “over that way / over there / that person (formal for あそこ)”
Use Context: Polite way of referring to a distant location or person.
Placement in sentence: Works like a noun with は, が, に, へ.
Examples:
1. あちらはやまださんです。(Achira wa Yamada-san desu.) → That is Mr. Yamada over there.
2. あちらにあります。(Achira ni arimasu.) → It is over there.
3. あちらへいってください。(Achira e itte kudasai.) → Please go over there.
Politeness: Polite/formal. Neutral equivalent: あそこ."
どちら,which way / where / which person (formal for どこ),"Details: どちら (dochira)
Meaning: “which way / where / which person (formal for どこ)”
Use Context: Polite form of asking ‘where’ or ‘which’.
Placement in sentence: Used with particles は, が, に, へ.
Examples:
1. トイレはどちらですか。(Toire wa dochira desu ka.) → Where is the toilet? (polite)
2. どちらがおいしいですか。(Dochira ga oishii desu ka.) → Which one is delicious?
3. せんせいはどちらですか。(Sensei wa dochira desu ka.) → Where is the teacher?
Politeness: Polite/formal. Neutral equivalent: どこ."
きょうしつ,classroom,"Details: きょうしつ (kyoushitsu)
Meaning: “classroom”
Use Context: Refers to a school/university classroom.
Placement in sentence: Noun, usually marked by は, が, に.
Examples:
1. きょうしつはどこですか。(Kyoushitsu wa doko desu ka.) → Where is the classroom?
2. きょうしつにいきます。(Kyoushitsu ni ikimasu.) → I am going to the classroom.
3. このきょうしつはおおきいです。(Kono kyoushitsu wa ookii desu.) → This classroom is big.
Politeness: Neutral."
しょくどう,cafeteria / dining hall,"Details: しょくどう (shokudou)
Meaning: “cafeteria / dining hall”
Use Context: Refers to a place where meals are served.
Placement in sentence: Noun; used with は, で, に.
Examples:
1. しょくどうでひるごはんをたべます。(Shokudou de hirugohan o tabemasu.) → I eat lunch in the cafeteria.
2. しょくどうはあそこです。(Shokudou wa asoko desu.) → The cafeteria is over there.
3. しょくどうにいきましょう。(Shokudou ni ikimashou.) → Let’s go to the cafeteria.
Politeness: Neutral."
