これ,এটি / এই জিনিস (আমার কাছে),kore
それ,ওটা / সেই জিনিস (তোমার কাছে),sore
あれ,ওখানে ওটা / ওই জিনিস (দূরে),are
この～,এই ~,kono～
その～,সেই ~,sono～
あの～,ওই ~ (দূরে),ano～
ほん,বই,hon
じしょ,অভিধান,jisho
ざっし,পত্রিকা / ম্যাগাজিন,zasshi
しんぶん,সংবাদপত্র,shimbun
ノート,খাতা / নোটবুক,nooto
てちょう,নোটবুক / ডায়েরি,techou
めいし,ভিজিটিং কার্ড,meishi
カード,কার্ড,kaado
テレビ,টেলিভিশন,terebi
ラジオ,রেডিও,rajio
カメラ,ক্যামেরা,kamera
コンピューター,কম্পিউটার,konpyuutaa
じどうしゃ,গাড়ি / মোটরগাড়ি,jidousha
くるま,গাড়ি,kuruma
でんしゃ,ট্রেন (বিদ্যুৎ চালিত),densha
ちかてつ,ভূগর্ভস্থ রেল (মেট্রো),chikatetsu
しんかんせん,শিনকানসেন (বুলেট ট্রেন),shinkansen
じてんしゃ,সাইকেল,jitensha
でんわ,টেলিফোন,denwa
けしごむ,রাবার,keshigomu
つくえ,ডেস্ক,tsukue
いす,চেয়ার,isu
チョコレート,চকলেট,chokoreeto
コーヒー,কফি,koohii
おみやげ,উপহার / স্মারক,omiyage
えいご,ইংরেজি ভাষা,eigo
にほんご,জাপানি ভাষা,nihongo
なん,কী,nan
そう,তাই / হ্যাঁ,sou
ちがいます,ঠিক নয় / ভুল,chigaimasu
そうですか,তাই নাকি?,sou desu ka
あのう,মাফ করবেন / শুনুন তো,anou
ほんのきもちです,সামান্য উপহার / সামান্য সৌজন্য,hon no kimochi desu
どうぞ,নিন / অনুগ্রহ করে,douzo
どうも,ধন্যবাদ,doumo
[どうも]ありがとうございます,অনেক ধন্যবাদ,[doumo] arigatou gozaimasu
これからおせわになります,ভবিষ্যতে দয়া করে সাহায্য করবেন,kore kara osewa ni narimasu
こちらこそ[どうぞ]よろしく[おねがいします],আমিও তাই / আপনাকেও শুভেচ্ছা,kochira koso [douzo] yoroshiku [onegaishimasu]
