"いきます","যাই","いきます (Ikimasu)

Literal meaning: “যাই”.

Usage: একটি যাই বোঝাতে ব্যবহৃত হয়।

Politeness: Neutral.

Examples:
いきます です。→ এটি যাই।
ここ は いきます です。→ এখানে যাই।

👉 Think of it as: “যাই।”"
"きます","আসি","きます (Kimasu)

Literal meaning: “আসি”.

Usage: একটি আসি বোঝাতে ব্যবহৃত হয়।

Politeness: Neutral.

Examples:
きます です。→ এটি আসি।
ここ は きます です。→ এখানে আসি।

👉 Think of it as: “আসি।”"
"かえります","ফিরে যাই / বাড়ি যাই","かえります (Kaerimasu)

Literal meaning: “ফিরে যাই / বাড়ি যাই”.

Usage: একটি ফিরে যাই / বাড়ি যাই বোঝাতে ব্যবহৃত হয়।

Politeness: Neutral.

Examples:
かえります です。→ এটি ফিরে যাই / বাড়ি যাই।
ここ は かえります です。→ এখানে ফিরে যাই / বাড়ি যাই।

👉 Think of it as: “ফিরে যাই / বাড়ি যাই।”"
"がっこう","স্কুল","がっこう (Gakkou)

Literal meaning: “স্কুল”.

Usage: একটি স্কুল বোঝাতে ব্যবহৃত হয়।

Politeness: Neutral.

Examples:
がっこう です。→ এটি স্কুল।
ここ は がっこう です。→ এখানে স্কুল।

👉 Think of it as: “স্কুল।”"
"スーパー","সুপারমার্কেট","スーパー (Suupaa)

Literal meaning: “সুপারমার্কেট”.

Usage: একটি সুপারমার্কেট বোঝাতে ব্যবহৃত হয়।

Politeness: Neutral.

Examples:
スーパー です。→ এটি সুপারমার্কেট।
ここ は スーパー です。→ এখানে সুপারমার্কেট।

👉 Think of it as: “সুপারমার্কেট।”"
"えき","স্টেশন","えき (Eki)

Literal meaning: “স্টেশন”.

Usage: একটি স্টেশন বোঝাতে ব্যবহৃত হয়।

Politeness: Neutral.

Examples:
えき です。→ এটি স্টেশন।
ここ は えき です。→ এখানে স্টেশন।

👉 Think of it as: “স্টেশন।”"
"ひこうき","বিমান","ひこうき (Hikouki)

Literal meaning: “বিমান”.

Usage: একটি বিমান বোঝাতে ব্যবহৃত হয়।

Politeness: Neutral.

Examples:
ひこうき です。→ এটি বিমান।
ここ は ひこうき です。→ এখানে বিমান।

👉 Think of it as: “বিমান।”"
"ふね","জাহাজ","ふね (Fune)

Literal meaning: “জাহাজ”.

Usage: একটি জাহাজ বোঝাতে ব্যবহৃত হয়।

Politeness: Neutral.

Examples:
ふね です。→ এটি জাহাজ।
ここ は ふね です。→ এখানে জাহাজ।

👉 Think of it as: “জাহাজ।”"
"でんしゃ","ট্রেন (বিদ্যুৎ চালিত)","でんしゃ (Densha)

Literal meaning: “ট্রেন (বিদ্যুৎ চালিত)”.

Usage: একটি ট্রেন (বিদ্যুৎ চালিত) বোঝাতে ব্যবহৃত হয়।

Politeness: Neutral.

Examples:
でんしゃ です。→ এটি ট্রেন (বিদ্যুৎ চালিত)।
ここ は でんしゃ です。→ এখানে ট্রেন (বিদ্যুৎ চালিত)।

👉 Think of it as: “ট্রেন (বিদ্যুৎ চালিত)।”"
"ちかてつ","ভূগর্ভস্থ রেল (মেট্রো)","ちかてつ (Chikatetsu)

Literal meaning: “ভূগর্ভস্থ রেল (মেট্রো)”.

Usage: একটি ভূগর্ভস্থ রেল (মেট্রো) বোঝাতে ব্যবহৃত হয়।

Politeness: Neutral.

Examples:
ちかてつ です。→ এটি ভূগর্ভস্থ রেল (মেট্রো)।
ここ は ちかてつ です。→ এখানে ভূগর্ভস্থ রেল (মেট্রো)।

👉 Think of it as: “ভূগর্ভস্থ রেল (মেট্রো)।”"
